Id,diagonal,height_left,height_right,margin_low,margin_up,length,is_genuine,Probability of Prediction,Prediction
A_680,171.75,104.16,104.0,4.19,3.03,113.55,True,0.9992295252205843,True
A_681,172.03,103.87,103.4,4.29,3.01,113.09,True,0.9989949841437765,True
A_682,172.49,104.44,103.98,4.08,3.07,113.16,True,0.9973139693518384,True
A_683,172.24,104.51,103.97,4.18,3.22,113.21,True,0.9870763922708531,True
A_684,172.59,104.22,104.01,4.47,2.95,113.19,True,0.9963078250312399,True
A_685,172.13,103.76,103.85,3.65,3.24,112.92,True,0.9973931589657069,True
A_686,172.21,104.28,104.37,4.06,3.3,113.92,True,0.9988218603738549,True
A_687,172.41,104.14,104.06,4.45,2.94,113.98,True,0.999910975626435,True
A_688,172.02,104.23,104.26,4.92,2.89,113.49,True,0.9879609960924279,True
A_689,172.11,103.67,103.43,4.19,2.98,113.09,True,0.9995621287119743,True
A_690,172.22,103.75,103.49,3.69,3.17,113.14,True,0.9997868214911552,True
A_691,172.33,103.83,103.54,3.98,3.18,113.31,True,0.9996258037202069,True
A_692,171.64,103.58,103.46,3.72,3.2,113.3,True,0.9998116487864273,True
A_693,172.49,103.92,103.91,4.42,2.84,113.38,True,0.999673949804704,True
A_694,172.0,104.32,104.26,4.53,3.04,112.93,True,0.8885486928604025,True
A_695,171.49,103.77,103.6,4.01,3.09,112.95,True,0.9970254994009115,True
A_696,172.1,103.98,103.86,4.47,3.06,113.0,True,0.982775628414352,True
A_697,171.81,103.96,103.47,4.0,3.0,113.1,True,0.9995586180516524,True
A_698,171.9,104.0,104.07,4.52,3.09,113.6,True,0.9967006871887735,True
A_699,172.24,103.97,104.11,4.02,2.84,113.15,True,0.9995600736921254,True
A_700,171.71,103.52,103.34,4.12,3.31,113.15,True,0.9970984331606343,True
A_701,172.22,103.96,103.97,4.94,2.99,113.01,True,0.9256038249142845,True
A_702,172.03,103.64,103.59,3.63,3.04,112.96,True,0.999790455381023,True
A_703,172.11,104.06,104.21,4.42,3.06,113.18,True,0.9834073461695404,True
A_704,172.1,103.85,103.68,4.25,2.91,113.4,True,0.9998209574996725,True
A_705,171.75,103.6,103.4,4.02,2.84,112.9,True,0.9997719096887344,True
A_706,172.46,103.75,104.02,4.26,3.22,113.63,True,0.9989539030161944,True
A_707,172.17,103.31,103.89,4.38,3.13,113.48,True,0.9989429721058143,True
A_708,172.48,104.56,104.03,3.79,2.97,113.65,True,0.9999523176739659,True
A_709,171.99,104.03,103.43,4.08,2.98,113.28,True,0.9998201041126525,True
A_710,172.07,104.21,103.82,4.29,3.35,113.3,True,0.9799447268329392,True
A_711,172.03,103.97,103.86,4.116096807415037,3.07,112.65,True,0.9754719146120785,True
A_712,172.43,103.6,104.12,4.57,3.08,112.95,True,0.9616578838862968,True
A_713,172.09,103.68,103.99,3.74,3.28,113.27,True,0.9986634881163571,True
A_714,171.56,103.92,103.5,4.41,2.66,113.55,True,0.9999721903351696,True
A_715,172.03,104.67,103.87,4.17,2.79,112.85,True,0.9969932169308691,True
A_716,172.36,104.11,103.31,4.04,2.98,113.37,True,0.9999456397946964,True
A_717,171.77,103.92,103.9,4.61,2.95,112.95,True,0.9757794340478805,True
A_718,172.43,103.97,103.93,3.99,3.08,112.66,True,0.9873852337310012,True
A_719,172.43,103.58,103.77,3.95,2.66,112.81,True,0.9999034338112722,True
A_720,171.79,103.65,103.61,4.19,3.06,113.6,True,0.9998499442478515,True
A_721,171.86,103.47,103.59,4.04,2.97,113.22,True,0.9998111396848391,True
A_722,171.65,103.95,103.61,4.03,3.25,113.06,True,0.9932928669760617,True
A_723,172.3,104.04,103.93,4.33,2.92,113.19,True,0.9985362465345674,True
A_724,171.99,103.97,103.89,4.22,3.17,113.12,True,0.9904508731118264,True
A_725,172.16,104.43,104.06,4.51,3.19,112.69,True,0.6138383272493441,True
A_726,171.73,103.6,103.34,3.82,3.15,112.89,True,0.9990583068343255,True
A_727,171.79,103.74,103.48,4.6,2.8,113.35,True,0.9997101716677054,True
A_728,172.05,103.72,103.81,4.21,2.97,113.61,True,0.9998855544298813,True
A_729,171.94,104.11,104.16,4.08,3.35,111.76,True,0.026332018753846023,False
A_730,171.26,103.84,103.64,4.22,3.36,112.7,True,0.7884433511954687,True
A_731,172.17,103.93,103.62,4.06,3.08,113.1,True,0.9989248915170901,True
A_732,171.97,103.69,104.17,4.32,3.0,112.82,True,0.9724452204089097,True
A_733,171.52,103.92,103.66,3.81,3.15,113.54,True,0.9998388953073585,True
A_734,172.1,103.94,103.75,3.66,3.2,113.78,True,0.9999698176347137,True
A_735,171.35,103.7,103.43,3.71,3.22,113.28,True,0.9996836052858471,True
A_736,171.92,103.93,104.06,4.38,2.97,113.01,True,0.9886900617145213,True
A_737,171.69,103.85,103.53,3.86,3.19,112.68,True,0.9908040812499372,True
A_738,172.16,104.39,103.85,3.77,3.32,112.55,True,0.9217747294523492,True
A_739,171.7,103.88,103.56,3.89,3.03,113.6,True,0.9999582502003452,True
A_740,172.07,103.74,103.76,4.116096807415037,3.09,112.41,True,0.948933807018636,True
A_741,171.95,103.84,103.68,3.79,3.09,112.68,True,0.9961871172612003,True
A_742,172.17,103.75,103.29,4.43,2.88,113.38,True,0.9999045813242453,True
A_743,172.14,104.06,103.96,4.116096807415037,3.24,113.07,True,0.9846223759420641,True
A_744,172.3,104.58,104.17,4.36,3.33,112.98,True,0.7498135120719158,True
A_745,172.1,103.95,103.72,4.49,3.07,113.15,True,0.9934561233094104,True
A_746,172.16,103.92,103.76,4.35,2.84,113.21,True,0.9994987535224822,True
A_747,172.02,103.73,103.31,4.35,3.07,113.62,True,0.9998916272223323,True
A_748,171.91,104.28,103.92,3.64,3.36,113.15,True,0.9948592747152347,True
A_749,171.99,103.91,103.79,4.05,3.11,113.67,True,0.999845045647029,True
A_750,171.77,103.73,103.48,4.21,2.92,113.24,True,0.9997527804854757,True
A_751,171.69,104.05,103.73,3.87,3.21,113.56,True,0.999653901316102,True
A_752,172.61,104.67,104.18,4.31,2.94,113.59,True,0.9993598048625164,True
A_753,171.45,104.21,104.19,3.91,3.01,113.11,True,0.9959151840316616,True
A_754,171.96,103.4,104.29,3.77,3.24,112.87,True,0.9853037467373756,True
A_755,172.34,104.2,103.69,3.41,3.09,113.44,True,0.9999787830504404,True
A_756,171.62,104.12,103.81,4.38,3.13,112.64,True,0.8451166735714213,True
A_757,171.72,103.95,104.11,3.75,3.13,113.51,True,0.9996326655055687,True
A_758,172.44,104.06,103.79,4.28,3.16,113.31,True,0.9975146342371425,True
A_759,171.66,104.12,103.94,4.44,3.19,113.25,True,0.9736998679403587,True
A_760,172.24,104.06,103.53,4.13,2.89,112.38,True,0.9909926380131252,True
A_761,171.54,103.7,103.89,3.88,3.1,113.06,True,0.9978126838143929,True
A_762,172.16,103.93,103.15,4.14,2.99,113.26,True,0.9999025431079367,True
A_763,172.02,104.01,103.57,4.5,2.77,112.72,True,0.9957337330398223,True
A_764,172.41,104.43,103.65,3.97,3.35,113.71,True,0.999566362870415,True
A_765,171.74,103.59,103.94,3.96,3.12,113.71,True,0.9998678557307161,True
A_766,171.91,103.88,103.79,4.17,3.29,113.38,True,0.9958552150923596,True
A_767,172.46,103.89,103.74,3.57,3.02,112.7,True,0.9993649584204898,True
A_768,172.61,104.0,104.03,4.31,3.29,113.1,True,0.9690268262372014,True
A_769,171.69,103.91,103.26,4.04,3.22,113.56,True,0.9998208685162496,True
A_770,171.99,103.31,103.31,3.78,3.0,113.51,True,0.9999929601689331,True
A_771,171.8,104.17,103.8,4.67,2.88,113.03,True,0.9880392968651825,True
A_772,172.1,104.3,103.74,3.85,2.76,113.1,True,0.9999123577815204,True
A_773,172.12,103.95,104.08,4.5,3.06,113.18,True,0.9856678020887583,True
A_774,172.03,103.93,103.53,4.43,3.1,113.37,True,0.9986094457087658,True
A_775,172.0,103.69,103.91,4.12,3.33,112.84,True,0.9390843919462439,True
A_776,172.53,104.29,103.87,4.17,2.98,112.64,True,0.9854682818226449,True
A_777,171.26,103.87,104.41,4.43,2.88,113.9,True,0.9995459250246197,True
A_778,172.26,104.03,103.98,3.97,2.97,112.89,True,0.9975740766822597,True
A_779,171.92,103.6,103.92,4.33,3.02,113.16,True,0.9967851543247033,True
A_780,172.13,103.34,103.62,3.93,2.86,113.66,True,0.999995334920466,True
A_781,172.41,103.95,103.79,4.116096807415037,3.13,113.41,True,0.9994231403047962,True
A_782,171.93,104.34,103.72,3.78,2.93,113.52,True,0.9999635952616629,True
A_783,172.25,104.02,104.16,3.87,3.16,113.77,True,0.9998390253579422,True
A_784,172.28,104.03,104.14,4.48,3.07,113.32,True,0.9919733406780511,True
A_785,172.51,103.78,103.94,4.24,3.39,113.13,True,0.9705324260069049,True
A_786,172.19,103.42,103.61,4.18,3.12,112.74,True,0.9923688346072039,True
A_787,171.42,103.33,103.54,3.87,3.39,112.87,True,0.986392624083336,True
A_788,172.25,103.96,103.49,4.5,3.29,113.29,True,0.9915042190193731,True
A_789,171.99,103.67,103.76,3.41,2.99,113.22,True,0.999971512104146,True
A_790,172.0,103.84,103.72,4.77,2.87,113.84,True,0.9998358545387299,True
A_791,171.55,104.05,104.05,4.29,2.99,113.37,True,0.9974697606312036,True
A_792,171.82,103.67,103.8,4.6,3.49,113.32,True,0.8825769714752777,True
A_793,172.28,103.98,103.98,4.51,2.92,113.07,True,0.9940174824315974,True
A_794,172.47,104.46,103.41,4.4,2.99,113.36,True,0.999545168223661,True
A_795,171.88,103.84,103.87,4.18,3.54,113.31,True,0.9530479404176628,True
A_796,171.9,103.81,103.8,4.15,3.01,112.82,True,0.9934153316250943,True
A_797,171.64,103.75,104.17,4.17,2.98,113.14,True,0.9959150969233801,True
A_798,171.96,104.18,104.04,4.57,2.86,113.58,True,0.9991773553846032,True
A_799,171.96,103.84,103.62,4.116096807415037,3.01,113.98,True,0.9999870536980128,True
A_800,172.5,104.03,103.79,4.27,2.9,112.72,True,0.9947637961108469,True
A_801,171.96,104.09,103.67,3.75,2.66,113.28,True,0.9999912241788158,True
A_802,172.19,103.84,104.62,4.14,3.21,113.45,True,0.9897406198896751,True
A_803,171.35,104.62,103.58,4.32,2.88,113.42,True,0.9994205905687723,True
A_804,171.87,103.31,104.5,3.85,3.03,113.19,True,0.9983858553406112,True
A_805,171.34,103.95,103.29,4.89,2.76,112.58,True,0.9688971420884741,True
A_806,171.38,103.75,103.16,4.32,3.02,113.25,True,0.9995179612367449,True
A_807,171.91,103.99,103.76,3.62,3.04,113.0,True,0.9995783947036052,True
A_808,171.36,103.61,103.96,3.97,3.22,113.45,True,0.9984236164796277,True
A_809,172.16,104.36,104.02,4.11,2.97,113.55,True,0.9996907806268428,True
A_810,172.01,103.51,103.48,4.42,3.13,113.5,True,0.9994779819227946,True
A_811,172.17,104.44,103.31,4.15,3.31,112.96,True,0.9878236281819429,True
A_812,171.56,103.81,103.8,4.24,3.35,113.8,True,0.9984571666196106,True
A_813,171.58,103.34,103.82,3.53,2.92,113.63,True,0.999995219654085,True
A_814,172.29,103.95,103.99,3.86,2.83,113.35,True,0.9999456493752057,True
A_815,171.87,103.94,103.22,3.71,3.09,113.19,True,0.9999200715800877,True
A_816,171.9,104.22,103.56,3.52,3.2,113.23,True,0.9997729055587488,True
A_817,171.84,103.62,103.93,4.29,2.95,113.22,True,0.9986334863117182,True
A_818,172.21,103.96,103.55,3.91,2.73,113.36,True,0.9999902704411358,True
A_819,172.15,104.13,103.52,4.0,3.09,112.93,True,0.9980591380640305,True
A_820,172.2,104.01,103.74,4.06,3.17,112.94,True,0.9933359291068583,True
A_821,171.88,104.44,103.5,4.53,3.06,113.52,True,0.9986636550093906,True
A_822,172.29,104.04,103.94,3.81,3.0,113.6,True,0.9999542490523888,True
A_823,171.97,103.79,103.56,4.17,3.11,113.58,True,0.9998122842247599,True
A_824,171.86,103.78,103.5,3.88,3.08,113.62,True,0.9999650270728871,True
A_825,172.1,104.09,103.83,4.49,3.25,113.37,True,0.9863446551786961,True
A_826,171.94,104.03,103.49,4.16,2.87,113.05,True,0.9995928007955449,True
A_827,172.21,103.95,103.74,3.79,2.99,113.51,True,0.999965737999501,True
A_828,172.45,103.94,103.9,4.28,2.85,113.37,True,0.9997859652787747,True
A_829,172.61,103.55,103.94,4.78,3.27,113.55,True,0.9893029370270656,True
A_830,172.26,104.14,103.73,4.41,2.96,112.91,True,0.9930353373629693,True
A_831,171.49,103.94,103.85,4.32,3.32,113.67,True,0.9955516176193541,True
A_832,172.1,103.57,103.8,4.2,3.02,113.27,True,0.9993449135857664,True
A_833,171.8,104.3,103.58,4.75,3.0,112.94,True,0.9616407294808406,True
A_834,172.22,103.71,103.43,4.13,3.06,113.42,True,0.9998798873990444,True
A_835,172.07,103.61,104.34,4.34,2.85,113.03,True,0.9951815351725134,True
A_836,172.15,104.08,104.1,4.34,2.78,113.33,True,0.9994813433688375,True
A_837,172.52,103.98,103.74,4.66,3.19,113.44,True,0.9940975514675143,True
A_838,172.18,103.6,103.76,3.59,2.75,112.24,True,0.9991546496118481,True
A_839,171.72,103.96,103.19,3.81,2.83,113.27,True,0.9999874953461226,True
A_840,172.09,104.2,103.85,4.87,3.04,113.24,True,0.9707660035165768,True
A_841,172.48,103.71,103.79,3.91,2.96,112.49,True,0.9958061064886033,True
A_842,172.36,103.92,103.15,3.69,3.1,112.88,True,0.9998208403621931,True
A_843,172.61,103.77,104.24,4.12,3.01,113.72,True,0.9998729227428647,True
A_844,172.61,103.98,103.73,3.87,3.16,113.11,True,0.9991947682403919,True
A_845,171.62,104.14,104.49,4.116096807415037,2.99,113.35,True,0.9953285494847838,True
A_846,172.02,104.21,104.05,4.116096807415037,2.9,113.62,True,0.9998575503176839,True
A_847,171.83,104.01,103.88,4.18,3.04,112.69,True,0.9722019959352521,True
A_848,172.14,104.07,103.83,3.79,3.14,113.85,True,0.9999680300819159,True
A_849,172.44,104.26,103.56,3.48,3.12,112.7,True,0.9991592884397666,True
A_850,172.02,104.07,104.13,3.72,2.96,112.56,True,0.9922697781296014,True
A_851,172.19,103.77,103.39,4.17,3.17,113.14,True,0.9987802752736338,True
A_852,172.16,103.76,103.72,4.18,3.02,113.43,True,0.9997432740129464,True
A_853,171.92,103.72,103.66,4.41,2.66,113.4,True,0.9999483609877826,True
A_854,171.74,104.0,103.83,3.95,3.03,113.98,True,0.9999803947971474,True
A_855,171.87,103.95,103.52,3.94,3.02,113.33,True,0.9998575177447456,True
A_856,172.26,104.66,103.58,4.36,2.8,112.44,True,0.982040972355645,True
A_857,171.94,104.52,103.77,4.1,3.08,112.75,True,0.9773299548464183,True
A_858,172.18,104.04,104.12,4.26,3.34,113.67,True,0.9951181711662207,True
A_859,172.3,104.18,104.1,4.52,3.02,113.02,True,0.9724897258959628,True
A_860,171.85,103.85,103.45,3.85,3.09,113.1,True,0.9996165584854555,True
A_861,171.38,103.83,103.99,4.44,3.12,113.48,True,0.9941434052426008,True
A_862,171.86,104.21,103.74,4.43,2.9,113.65,True,0.9997778017925397,True
A_863,172.08,103.78,103.15,3.44,2.88,113.22,True,0.9999973033977396,True
A_864,171.97,104.0,103.37,3.86,3.21,112.87,True,0.9975190627943422,True
A_865,171.68,103.54,104.31,3.9,3.1,112.91,True,0.9885547654274447,True
A_866,172.34,103.94,103.91,4.13,3.23,112.85,True,0.9725437546622019,True
A_867,171.67,103.76,103.59,3.82,3.17,112.77,True,0.9951997938416808,True
A_868,172.12,104.32,103.19,4.04,3.28,113.11,True,0.9979714704530415,True
A_869,172.23,103.87,104.05,3.9,3.09,113.38,True,0.9995463555837183,True
A_870,172.25,104.21,103.79,3.84,3.25,112.71,True,0.9803063635827992,True
A_871,172.14,104.34,103.98,3.84,2.98,113.05,True,0.9989112834590743,True
A_872,171.37,104.07,103.75,4.116096807415037,3.07,113.27,True,0.9980556907950786,True
A_873,171.66,104.42,103.5,3.76,3.2,112.94,True,0.9968153371141769,True
A_874,172.29,103.93,103.82,4.25,3.11,113.54,True,0.9994512152670983,True
A_875,172.22,103.75,103.91,4.5,3.19,113.06,True,0.9688217343152676,True
A_876,171.94,104.09,103.28,3.98,3.13,113.53,True,0.9999180276961745,True
A_877,172.18,103.85,103.67,3.83,2.96,113.09,True,0.9998137817229238,True
A_878,171.95,103.62,103.91,4.91,2.9,113.17,True,0.9871738243255473,True
A_879,172.27,104.21,103.59,3.9,3.07,113.31,True,0.9997908562208286,True
A_880,172.34,104.14,104.06,4.11,3.01,113.78,True,0.999895595168914,True
A_881,171.71,104.31,104.1,4.54,3.12,113.11,True,0.9221675433191804,True
A_882,171.54,104.36,103.83,3.86,3.06,112.92,True,0.9952027579133906,True
A_883,172.16,103.77,103.63,4.06,3.12,113.02,True,0.9981147678836707,True
A_884,171.73,104.38,103.26,4.0,3.04,112.72,True,0.9965825172006119,True
A_885,172.57,103.78,103.65,4.27,3.04,113.0,True,0.998053499427891,True
A_886,171.71,104.14,103.99,4.49,3.15,113.21,True,0.9678710021005963,True
A_887,172.0,104.35,103.29,3.73,3.11,113.18,True,0.9998286754432382,True
A_888,172.08,104.04,104.08,3.66,3.3,113.41,True,0.9989401040327706,True
A_889,172.15,104.28,103.67,4.28,3.24,113.35,True,0.9955825028664439,True
A_890,172.31,103.94,103.89,4.0,3.2,113.8,True,0.9998665980545043,True
A_891,172.35,104.04,104.18,4.47,3.03,113.15,True,0.9864614292760598,True
A_892,172.16,103.63,103.59,4.25,3.38,113.58,True,0.998459097361806,True
A_893,172.61,104.13,104.17,3.77,3.45,113.34,True,0.9938979316385355,True
A_894,172.2,103.52,103.78,3.66,3.4,113.35,True,0.9993021249521558,True
A_895,172.02,103.67,104.22,4.4,3.04,113.33,True,0.9951100206998486,True
A_896,171.81,103.68,103.8,4.116096807415037,2.98,113.82,True,0.9999641345673138,True
A_897,171.66,104.0,103.47,3.9,2.99,112.65,True,0.997171791715415,True
A_898,172.0,103.65,103.83,3.41,2.76,113.17,True,0.9999924762306595,True
A_899,171.95,103.65,103.9,3.98,3.2,112.68,True,0.971857177955457,True
A_900,172.39,103.98,104.05,4.26,2.98,113.41,True,0.9992788153857253,True
A_901,171.65,103.84,104.25,3.56,3.22,113.63,True,0.9997380330327323,True
A_902,171.83,104.08,103.7,3.41,2.88,113.56,True,0.9999963892746497,True
A_903,171.5,104.27,104.04,3.97,3.37,112.98,True,0.9096223479324902,True
A_904,171.41,104.03,104.21,4.26,3.11,113.49,True,0.994621048876153,True
A_905,172.16,104.1,103.78,3.84,3.03,113.13,True,0.9995189832227235,True
A_906,171.99,104.67,104.55,4.39,3.02,113.7,True,0.9952551388343716,True
A_907,172.32,103.97,104.33,4.06,3.08,113.73,True,0.9996693354830534,True
A_908,171.99,104.44,103.88,4.04,2.89,113.01,True,0.9985267939532405,True
A_909,172.22,104.05,103.86,4.68,3.05,113.04,True,0.9704746158128316,True
A_910,171.62,103.8,103.48,4.16,3.35,112.83,True,0.956204684208504,True
A_911,171.84,104.03,103.88,4.31,3.18,113.07,True,0.9777146685049285,True
A_912,172.05,103.75,104.15,4.39,2.87,112.83,True,0.9875692678756369,True
A_913,172.25,103.93,103.49,4.17,2.8,113.56,True,0.9999854670341968,True
A_914,171.98,103.75,103.83,4.39,3.32,112.97,True,0.921832632874251,True
A_915,171.65,103.82,103.37,4.37,2.98,113.04,True,0.998224298070636,True
A_916,172.37,104.11,104.09,4.78,3.09,113.42,True,0.9829921399444834,True
A_917,171.64,103.9,104.07,3.6,3.39,113.18,True,0.9937054133802317,True
A_918,171.99,103.62,103.42,3.48,3.37,112.94,True,0.9990431392101957,True
A_919,172.48,103.59,104.03,4.1,2.74,112.78,True,0.9992571042056184,True
A_920,171.92,103.68,103.45,4.116096807415037,2.66,113.68,True,0.9999978327687964,True
A_921,171.85,103.31,103.96,4.0,2.66,113.62,True,0.9999946288741823,True
A_922,171.36,103.72,104.66,4.17,2.88,113.14,True,0.9907040994359425,True
A_923,172.24,103.95,103.52,4.33,2.88,113.48,True,0.9999157667345936,True
A_924,171.49,104.24,104.32,3.58,3.07,113.8,True,0.9999145517307458,True
A_925,172.45,103.99,104.39,3.43,2.66,112.93,True,0.9999478243690543,True
A_926,171.82,103.61,103.84,3.99,2.73,113.4,True,0.9999748226750561,True
A_927,172.15,103.98,103.89,4.21,3.08,113.61,True,0.9996139429197443,True
A_928,172.18,104.65,103.81,3.95,3.07,113.03,True,0.9969462917964619,True
A_929,172.39,104.08,103.76,3.85,2.95,113.23,True,0.9998735034196415,True
A_930,172.13,104.1,103.69,4.39,2.86,113.06,True,0.998564096913852,True
A_931,172.36,103.52,103.7,4.17,3.29,113.33,True,0.9981242089589917,True
A_932,171.83,104.01,103.92,4.35,3.08,112.47,True,0.8000958416097581,True
A_933,171.77,104.27,103.94,4.34,2.87,113.21,True,0.9979681029856852,True
A_934,172.05,103.78,103.81,4.17,3.08,113.35,True,0.9991751549753284,True
A_935,172.17,104.27,104.32,4.52,3.32,113.48,True,0.9368079609851491,True
A_936,171.52,103.85,103.75,3.95,3.09,112.97,True,0.9966420240962857,True
A_937,172.17,104.06,103.37,4.32,3.31,113.66,True,0.9993117830334337,True
A_938,171.64,103.6,103.76,4.42,2.98,112.94,True,0.9917187846636347,True
A_939,172.19,104.08,104.17,4.17,3.26,113.07,True,0.9622108165469024,True
A_940,171.94,104.64,103.7,4.36,2.98,112.83,True,0.980284703485605,True
A_941,171.9,104.11,103.69,3.68,3.08,112.74,True,0.9976122045847836,True
A_942,172.13,103.35,104.17,4.23,3.27,113.06,True,0.9719236775209614,True
A_943,172.1,104.17,103.78,4.61,2.84,113.35,True,0.9989310480489001,True
A_944,171.79,103.56,103.77,4.15,2.8,112.67,True,0.9977812022263675,True
A_945,171.66,103.68,103.41,4.35,3.33,113.74,True,0.9992391907912257,True
A_946,172.09,103.74,103.52,4.116096807415037,3.02,112.78,True,0.9972891322856511,True
A_947,171.63,103.87,104.66,4.116096807415037,3.27,112.68,True,0.46057765549599394,False
A_948,171.9,104.08,103.94,4.17,2.97,113.05,True,0.9966171192491821,True
A_949,171.84,104.39,103.83,3.77,2.97,113.05,True,0.9992990882841817,True
A_950,172.02,103.89,103.93,4.14,3.18,113.75,True,0.9996378342799531,True
A_951,172.4,104.09,103.74,3.74,3.13,113.46,True,0.9999019301727974,True
A_952,171.95,103.86,103.8,4.51,2.87,112.17,True,0.8123391581019693,True
A_953,172.39,104.2,103.88,3.95,3.36,113.07,True,0.9859702778203754,True
A_954,171.66,103.54,104.16,4.0,3.33,113.53,True,0.9966242051455775,True
A_955,171.77,103.63,103.59,3.52,3.32,112.77,True,0.9965317637617132,True
A_956,172.37,104.06,103.69,4.09,2.87,113.68,True,0.9999824429393377,True
A_957,172.22,103.72,103.8,4.36,3.22,112.84,True,0.9552029589871585,True
A_958,172.24,103.8,104.36,4.18,2.99,113.81,True,0.9998154335436588,True
A_959,172.15,103.84,103.32,4.21,3.03,112.89,True,0.9984708645427179,True
A_960,172.31,103.98,103.53,4.04,2.97,113.47,True,0.9999475075724246,True
A_961,171.87,103.88,104.07,3.8,2.9,113.36,True,0.9998813585733395,True
A_962,171.79,103.77,104.0,4.1,3.05,112.67,True,0.9730174718675478,True
A_963,172.12,103.64,103.65,4.23,3.18,112.67,True,0.9699961343582096,True
A_964,172.09,103.65,103.25,3.96,2.85,113.2,True,0.9999770710012081,True
A_965,171.84,103.72,103.57,4.33,2.83,113.31,True,0.9998260319024426,True
A_966,171.42,104.67,104.16,3.45,3.16,112.64,True,0.9730422259639138,True
A_967,171.92,104.57,104.17,4.09,2.88,113.12,True,0.9973321114430481,True
A_968,172.36,104.09,103.75,3.98,2.93,112.7,True,0.9976065928064609,True
A_969,172.06,103.56,103.76,3.83,3.05,113.42,True,0.9999194800656458,True
A_970,171.75,103.6,103.15,4.03,2.98,112.96,True,0.9997424828868543,True
A_971,172.06,104.45,103.73,4.18,3.5,113.36,True,0.9705341065977549,True
A_972,171.57,103.58,104.06,3.86,2.94,113.03,True,0.9990416623275807,True
A_973,171.4,103.88,103.54,3.75,2.8,113.01,True,0.999911051235364,True
A_974,172.41,104.1,103.9,4.06,3.14,112.61,True,0.9648566919936924,True
A_975,172.06,104.08,103.47,4.47,2.97,113.98,True,0.9999685917709694,True
A_976,172.43,104.04,104.26,4.56,3.24,112.82,True,0.6466308901972588,True
A_977,172.31,104.29,103.72,3.98,2.87,112.4,True,0.9924353482979588,True
A_978,171.62,103.94,104.14,4.59,3.3,113.5,True,0.9507948867268733,True
A_979,172.43,103.65,104.3,4.09,2.94,113.06,True,0.9980412798534796,True
A_980,172.0,103.76,104.07,4.36,2.66,113.64,True,0.9999605054657926,True
A_981,172.12,104.08,104.49,4.09,3.56,113.5,True,0.9187168413221976,True
A_982,172.02,104.23,103.72,4.116096807415037,2.99,113.37,True,0.9996151807370881,True
A_983,171.43,104.52,103.42,4.05,2.82,113.02,True,0.9995506020382272,True
A_984,172.33,103.69,103.66,3.76,3.09,113.66,True,0.9999827319919947,True
A_985,171.63,103.7,103.63,4.21,3.25,112.76,True,0.9522773642439808,True
A_986,171.88,103.87,104.02,4.12,3.33,112.47,True,0.5888932288646386,True
A_987,171.92,103.61,103.83,4.08,2.72,112.4,True,0.9963492438370347,True
A_988,171.83,103.77,103.84,4.1,3.1,113.1,True,0.99683777466215,True
A_989,172.25,103.99,103.84,3.81,2.99,113.36,True,0.9998990600440004,True
A_990,171.68,103.9,103.68,3.78,2.74,113.6,True,0.9999956871749395,True
A_991,171.74,103.9,103.6,3.87,2.89,113.36,True,0.9999534829917059,True
A_992,172.21,104.42,103.53,4.48,3.05,113.11,True,0.9943816566567276,True
A_993,171.79,103.69,103.68,3.65,2.77,112.78,True,0.9998807425164418,True
A_994,171.91,103.73,103.51,4.6,3.1,113.53,True,0.9988764181616636,True
A_995,172.11,104.12,103.83,3.9,2.72,113.28,True,0.999964539581012,True
A_996,171.66,103.92,103.47,4.26,2.83,113.2,True,0.9997560568265151,True
A_997,172.16,103.72,103.61,4.3,2.72,113.51,True,0.9999788560644254,True
A_998,171.78,103.38,104.22,4.23,3.07,113.77,True,0.9996535991356793,True
A_999,171.44,103.96,103.92,3.68,2.89,113.21,True,0.999850919340064,True
A_1000,171.56,104.07,103.58,3.55,3.02,112.96,True,0.9996964909158619,True
A_1001,172.28,103.95,103.91,4.78,3.31,111.4,False,0.0011755681868303519,False
A_1002,171.92,103.86,104.3,4.96,3.13,111.29,False,0.00034285234679394967,False
A_1003,171.59,104.14,104.38,4.97,3.47,111.22,False,8.018664831920712e-06,False
A_1004,172.02,104.33,104.33,5.19,3.21,111.99,False,0.001331182212150353,False
A_1005,172.55,104.25,104.23,5.6,3.13,111.72,False,0.000290962233763834,False
A_1006,171.88,104.3,104.18,5.34,3.33,112.69,False,0.01136402596387489,False
A_1007,171.63,104.05,104.25,4.61,3.1,110.91,False,0.00020973342110622216,False
A_1008,171.83,104.13,104.52,4.94,3.27,111.72,False,0.00039142142739377893,False
A_1009,172.3,104.28,103.9,5.1,3.57,110.66,False,9.530245343473866e-07,False
A_1010,172.09,104.26,103.96,4.45,3.31,111.25,False,0.0011816389321713137,False
A_1011,171.43,103.85,103.94,4.37,3.23,111.71,False,0.022890847039429545,False
A_1012,172.09,104.44,104.24,4.9,3.13,111.93,False,0.007309199964439094,False
A_1013,171.37,103.73,104.18,4.97,3.34,110.98,False,1.4320649648296524e-05,False
A_1014,171.98,104.18,103.59,5.44,3.39,112.07,False,0.001541527625004434,False
A_1015,171.73,103.99,103.86,5.55,3.33,111.28,False,1.5742414619736117e-05,False
A_1016,171.86,104.51,104.29,5.97,3.54,110.76,False,9.71274226817441e-09,False
A_1017,171.99,104.23,104.33,5.13,3.21,110.99,False,1.495994377153199e-05,False
